rank,hex_id,lat,lon,resolution,divipola_code,municipality,department,wind_speed,slope,dist_to_grid,dist_to_roads,land_use,protected_area,conflict_risk,wind_speed_norm,slope_norm,dist_to_grid_norm,dist_to_roads_norm,land_use_norm,protected_area_norm,conflict_risk_norm,suitability_score
18422,878a49072ffffff,-0.0784,-71.8152,7,91430,La Victoria,Amazonas,2.1700,3.8700,300.0000,192.7000,0.0430,0.5300,0.1150,0.0908,0.8429,0.0000,0.0000,0.0557,0.4700,0.8763,-0.4250
18423,8766c8844ffffff,-0.7202,-73.4633,7,91530,Puerto Alegr�A,Amazonas,2.6700,14.4900,300.0000,200.0000,0.1030,0.3740,0.1360,0.1585,0.4119,0.0000,0.0000,0.1334,0.6260,0.8538,-0.4250
18424,878a49840ffffff,-0.4203,-72.0405,7,91669,Puerto Santander,Amazonas,2.2000,2.6600,300.0000,200.0000,0.0130,0.4880,0.1140,0.0949,0.8920,0.0000,0.0000,0.0168,0.5120,0.8774,-0.4250
18425,8766cd9a6ffffff,-0.0328,-72.7060,7,91669,Puerto Santander,Amazonas,2.1500,11.0000,300.0000,198.4000,0.1770,0.7300,0.1310,0.0881,0.5536,0.0000,0.0000,0.2293,0.2700,0.8591,-0.4251
18426,8766ea3b0ffffff,1.0025,-73.4985,7,50350,La Macarena,Meta,2.7100,14.0600,300.0000,200.0000,0.0290,0.5060,0.0650,0.1640,0.4294,0.0000,0.0000,0.0376,0.4940,0.9301,-0.4251
18427,8766cdb6dffffff,-0.4706,-72.1041,7,91669,Puerto Santander,Amazonas,2.0900,3.3000,300.0000,200.0000,0.0240,0.4890,0.0860,0.0799,0.8661,0.0000,0.0000,0.0311,0.5110,0.9075,-0.4251
18428,878a49271ffffff,0.2764,-72.1043,7,91430,La Victoria,Amazonas,1.9800,5.5500,300.0000,175.6000,0.0820,0.7310,0.0770,0.0650,0.7748,0.0000,0.0000,0.1062,0.2690,0.9172,-0.4251
18429,8766d5d11ffffff,2.1628,-77.7725,7,52696,Santa B�Rbara,Nari�O,1.7200,14.3300,191.6000,200.0000,0.1690,0.3150,0.3860,0.0298,0.4184,0.2336,0.0000,0.2189,0.6850,0.5849,-0.4251
18430,8766cd34affffff,-0.9285,-72.3398,7,91669,Puerto Santander,Amazonas,2.0800,4.5200,300.0000,200.0000,0.0800,0.3750,0.1410,0.0786,0.8166,0.0000,0.0000,0.1036,0.6250,0.8484,-0.4251
18431,878a49a31ffffff,-0.2015,-72.1424,7,91669,Puerto Santander,Amazonas,2.0700,5.3500,300.0000,198.9000,0.0930,0.6100,0.1160,0.0772,0.7829,0.0000,0.0000,0.1205,0.3900,0.8753,-0.4251
18432,8766cd900ffffff,-0.0374,-72.5669,7,91669,Puerto Santander,Amazonas,2.3800,8.9200,300.0000,196.4000,0.1020,0.7600,0.1860,0.1192,0.6380,0.0000,0.0000,0.1321,0.2400,0.8000,-0.4251
18433,8766cc24affffff,-0.4172,-73.2774,7,91669,Puerto Santander,Amazonas,2.8600,16.1500,300.0000,200.0000,0.0850,0.5210,0.1090,0.1843,0.3446,0.0000,0.0000,0.1101,0.4790,0.8828,-0.4252
18434,878a49795ffffff,0.1486,-71.4019,7,91430,La Victoria,Amazonas,1.9300,3.4700,300.0000,184.3000,0.0570,0.4520,0.0850,0.0583,0.8592,0.0000,0.0000,0.0738,0.5480,0.9086,-0.4252
18435,878a49b94ffffff,-0.2788,-71.9698,7,91669,Puerto Santander,Amazonas,2.0100,3.8400,300.0000,200.0000,0.0320,0.5600,0.0690,0.0691,0.8442,0.0000,0.0000,0.0415,0.4400,0.9258,-0.4252
18436,8766eb0b6ffffff,0.5369,-72.8587,7,95200,Miraflores,Guaviare,2.0400,12.3200,300.0000,181.1000,0.1460,0.8110,0.0530,0.0732,0.5000,0.0000,0.0000,0.1891,0.1890,0.9430,-0.4252
18437,878a4b861ffffff,-0.0149,-71.0792,7,97511,Pacoa,Vaup�S,2.1100,4.5500,300.0000,200.0000,0.0100,0.3060,0.0740,0.0827,0.8153,0.0000,0.0000,0.0130,0.6940,0.9204,-0.4252
18438,878a494b6ffffff,-0.1011,-71.1252,7,97511,Pacoa,Vaup�S,1.6300,4.4100,300.0000,200.0000,0.0780,0.3160,0.0710,0.0176,0.8210,0.0000,0.0000,0.1010,0.6840,0.9237,-0.4252
18439,8766cd190ffffff,-0.4900,-72.9432,7,91669,Puerto Santander,Amazonas,2.6600,10.2400,300.0000,200.0000,0.0400,0.5450,0.1510,0.1572,0.5844,0.0000,0.0000,0.0518,0.4550,0.8376,-0.4253
18440,8766cc914ffffff,0.6522,-73.5481,7,18150,Cartagena Del Chair�,Caquet�,2.8600,15.4800,299.6000,200.0000,0.0530,0.5650,0.0840,0.1843,0.3718,0.0000,0.0000,0.0687,0.4350,0.9097,-0.4253
18441,8766eb2dbffffff,-0.0511,-72.4485,7,91669,Puerto Santander,Amazonas,1.8500,6.7400,300.0000,191.6000,0.1300,0.7030,0.0890,0.0474,0.7265,0.0000,0.0000,0.1684,0.2970,0.9043,-0.4253
18442,878a49212ffffff,0.2308,-71.9097,7,91430,La Victoria,Amazonas,2.1900,4.4700,300.0000,170.7000,0.0420,0.6800,0.1010,0.0935,0.8186,0.0000,0.0000,0.0544,0.3200,0.8914,-0.4253
18443,8766eb340ffffff,0.2494,-72.2653,7,91669,Puerto Santander,Amazonas,1.5800,3.5800,300.0000,170.4000,0.1040,0.7760,0.0860,0.0108,0.8547,0.0000,0.0000,0.1347,0.2240,0.9075,-0.4253
18444,878a49a5cffffff,-0.0374,-72.2684,7,91669,Puerto Santander,Amazonas,1.9000,5.6400,300.0000,189.0000,0.0190,0.7230,0.0190,0.0542,0.7711,0.0000,0.0000,0.0246,0.2770,0.9796,-0.4254
18445,878a4ba09ffffff,0.3432,-71.2095,7,91430,La Victoria,Amazonas,2.0800,3.9900,300.0000,177.5000,0.0480,0.3930,0.1010,0.0786,0.8381,0.0000,0.0000,0.0622,0.6070,0.8914,-0.4254
18446,878a49b51ffffff,-0.2106,-72.2624,7,91669,Puerto Santander,Amazonas,2.0600,4.5900,300.0000,200.0000,0.0470,0.6470,0.0760,0.0759,0.8137,0.0000,0.0000,0.0609,0.3530,0.9183,-0.4254
18447,8766cd46cffffff,-0.6826,-72.9790,7,91669,Puerto Santander,Amazonas,2.4300,12.1000,300.0000,200.0000,0.1140,0.4320,0.1430,0.1260,0.5089,0.0000,0.0000,0.1477,0.5680,0.8462,-0.4255
18448,8766cc290ffffff,-0.3304,-73.6312,7,91530,Puerto Alegr�A,Amazonas,2.9700,15.8800,300.0000,200.0000,0.0450,0.4650,0.0960,0.1992,0.3555,0.0000,0.0000,0.0583,0.5350,0.8968,-0.4255
18449,8766cd935ffffff,0.0219,-72.5820,7,91669,Puerto Santander,Amazonas,2.4800,8.8700,300.0000,197.0000,0.0020,0.7140,0.0740,0.1328,0.6400,0.0000,0.0000,0.0026,0.2860,0.9204,-0.4255
18450,8766cd356ffffff,-0.8600,-72.4340,7,91669,Puerto Santander,Amazonas,2.3000,5.4100,300.0000,200.0000,0.0520,0.3960,0.1720,0.1084,0.7804,0.0000,0.0000,0.0674,0.6040,0.8151,-0.4255
18451,8766cd921ffffff,0.0037,-72.5237,7,91669,Puerto Santander,Amazonas,2.2700,7.9900,300.0000,191.5000,0.0640,0.7080,0.0880,0.1043,0.6757,0.0000,0.0000,0.0829,0.2920,0.9054,-0.4255
18452,878a4bba9ffffff,0.1936,-71.1027,7,91430,La Victoria,Amazonas,2.0600,5.1100,300.0000,198.5000,0.0840,0.3470,0.1250,0.0759,0.7926,0.0000,0.0000,0.1088,0.6530,0.8656,-0.4255
18453,8766eb7a1ffffff,0.2911,-72.9188,7,91669,Puerto Santander,Amazonas,2.2800,10.3500,300.0000,190.9000,0.0240,0.7850,0.0290,0.1057,0.5800,0.0000,0.0000,0.0311,0.2150,0.9688,-0.4256
18454,8766cd166ffffff,-0.4484,-72.6002,7,91669,Puerto Santander,Amazonas,2.4900,8.0300,300.0000,200.0000,0.0000,0.5920,0.0680,0.1341,0.6741,0.0000,0.0000,0.0000,0.4080,0.9269,-0.4256
18455,878a49220ffffff,0.1627,-72.0142,7,91430,La Victoria,Amazonas,2.1700,4.5700,300.0000,170.1000,0.0220,0.6960,0.0780,0.0908,0.8145,0.0000,0.0000,0.0285,0.3040,0.9161,-0.4256
18456,8766ccb85ffffff,0.2278,-73.3637,7,91669,Puerto Santander,Amazonas,2.8300,15.6900,300.0000,200.0000,0.1020,0.5910,0.1390,0.1802,0.3632,0.0000,0.0000,0.1321,0.4090,0.8505,-0.4256
18457,878a495a8ffffff,-0.2010,-71.2511,7,91430,La Victoria,Amazonas,2.2000,3.3500,300.0000,200.0000,0.0050,0.3510,0.1070,0.0949,0.8640,0.0000,0.0000,0.0065,0.6490,0.8849,-0.4256
18458,8766cda99ffffff,-0.6815,-72.4794,7,91669,Puerto Santander,Amazonas,2.3300,5.4100,300.0000,200.0000,0.0410,0.4730,0.1480,0.1125,0.7804,0.0000,0.0000,0.0531,0.5270,0.8409,-0.4257
18459,8766eb659ffffff,-0.0100,-72.7042,7,91669,Puerto Santander,Amazonas,1.9600,9.5700,300.0000,199.0000,0.0800,0.6980,0.0260,0.0623,0.6116,0.0000,0.0000,0.1036,0.3020,0.9720,-0.4257
18460,8766e9262ffffff,0.5786,-71.2702,7,97161,Carur�,Vaup�S,1.9100,4.1900,300.0000,160.1000,0.0910,0.4790,0.1070,0.0556,0.8300,0.0000,0.0000,0.1179,0.5210,0.8849,-0.4257
18461,8766ccba4ffffff,0.2962,-73.3580,7,91669,Puerto Santander,Amazonas,3.0500,15.5300,300.0000,200.0000,0.0600,0.6200,0.1450,0.2100,0.3697,0.0000,0.0000,0.0777,0.3800,0.8441,-0.4257
18462,8766eb710ffffff,0.3093,-72.8774,7,91669,Puerto Santander,Amazonas,2.4200,11.6400,300.0000,189.9000,0.0760,0.8270,0.0780,0.1247,0.5276,0.0000,0.0000,0.0984,0.1730,0.9161,-0.4257
18463,8766cdc2affffff,-0.2338,-72.9621,7,91669,Puerto Santander,Amazonas,2.4500,11.7800,300.0000,200.0000,0.0700,0.6330,0.0820,0.1287,0.5219,0.0000,0.0000,0.0907,0.3670,0.9118,-0.4257
18464,8766cd78effffff,-0.9075,-73.0376,7,91405,La Chorrera,Amazonas,2.7700,12.5500,300.0000,200.0000,0.0370,0.3270,0.1390,0.1721,0.4907,0.0000,0.0000,0.0479,0.6730,0.8505,-0.4257
18465,878a4994bffffff,-0.5071,-72.0872,7,91669,Puerto Santander,Amazonas,2.1500,2.3400,300.0000,200.0000,0.0130,0.5250,0.1010,0.0881,0.9050,0.0000,0.0000,0.0168,0.4750,0.8914,-0.4257
18466,8766cc675ffffff,-0.3305,-73.7316,7,91530,Puerto Alegr�A,Amazonas,2.9500,14.0700,300.0000,200.0000,0.0340,0.3770,0.1350,0.1965,0.4290,0.0000,0.0000,0.0440,0.6230,0.8548,-0.4257
18467,878a49915ffffff,-0.6802,-71.8823,7,91669,Puerto Santander,Amazonas,2.3400,1.9100,300.0000,200.0000,0.0000,0.3640,0.1360,0.1138,0.9225,0.0000,0.0000,0.0000,0.6360,0.8538,-0.4257
18468,8766cd462ffffff,-0.6643,-73.0376,7,91669,Puerto Santander,Amazonas,2.4100,12.0500,300.0000,200.0000,0.1100,0.4490,0.1240,0.1233,0.5110,0.0000,0.0000,0.1425,0.5510,0.8667,-0.4258
18469,8766c8864ffffff,-0.6651,-73.4386,7,91530,Puerto Alegr�A,Amazonas,3.0200,14.4100,300.0000,200.0000,0.0310,0.4040,0.1410,0.2060,0.4152,0.0000,0.0000,0.0402,0.5960,0.8484,-0.4258
18470,8766eb856ffffff,0.8310,-72.4369,7,95200,Miraflores,Guaviare,2.0300,9.5700,300.0000,164.7000,0.0380,0.7840,0.0000,0.0718,0.6116,0.0000,0.0000,0.0492,0.2160,1.0000,-0.4258
18471,8766cd0a1ffffff,-0.6044,-72.8526,7,91669,Puerto Santander,Amazonas,2.4600,10.7100,300.0000,200.0000,0.0890,0.4870,0.1460,0.1301,0.5653,0.0000,0.0000,0.1153,0.5130,0.8430,-0.4258
18472,8766eb91effffff,1.0351,-72.5196,7,95200,Miraflores,Guaviare,2.1100,8.3100,300.0000,159.3000,0.0720,0.7310,0.0580,0.0827,0.6627,0.0000,0.0000,0.0933,0.2690,0.9376,-0.4258
18473,8766cc603ffffff,-0.3168,-73.8511,7,91530,Puerto Alegr�A,Amazonas,3.2000,13.9100,300.0000,200.0000,0.0000,0.3910,0.1350,0.2304,0.4355,0.0000,0.0000,0.0000,0.6090,0.8548,-0.4258
18474,8766cda9cffffff,-0.6450,-72.4964,7,91669,Puerto Santander,Amazonas,2.0100,6.4500,300.0000,200.0000,0.0750,0.4510,0.0740,0.0691,0.7382,0.0000,0.0000,0.0972,0.5490,0.9204,-0.4259
18475,8766eb451ffffff,0.3915,-72.9904,7,91669,Puerto Santander,Amazonas,2.5800,12.1000,300.0000,193.2000,0.0670,0.8040,0.0990,0.1463,0.5089,0.0000,0.0000,0.0868,0.1960,0.8935,-0.4259
18476,8766c8876ffffff,-0.6790,-73.5200,7,91530,Puerto Alegr�A,Amazonas,2.8700,15.3400,300.0000,200.0000,0.0920,0.3290,0.2060,0.1856,0.3774,0.0000,0.0000,0.1192,0.6710,0.7785,-0.4259
18477,8766cc866ffffff,0.4468,-73.3653,7,91669,Puerto Santander,Amazonas,3.0000,16.2200,300.0000,200.0000,0.0520,0.6390,0.0970,0.2033,0.3417,0.0000,0.0000,0.0674,0.3610,0.8957,-0.4259
18478,8766eb343ffffff,0.2266,-72.2671,7,91669,Puerto Santander,Amazonas,2.1600,7.0100,300.0000,179.5000,0.0970,0.7670,0.1110,0.0894,0.7155,0.0000,0.0000,0.1256,0.2330,0.8806,-0.4259
18479,8766ccb32ffffff,0.3235,-73.2957,7,91669,Puerto Santander,Amazonas,2.7000,15.4100,300.0000,200.0000,0.0600,0.6460,0.0610,0.1626,0.3746,0.0000,0.0000,0.0777,0.3540,0.9344,-0.4259
18480,878a4ba9dffffff,0.3881,-71.0092,7,97511,Pacoa,Vaup�S,1.9200,3.2600,300.0000,196.9000,0.0600,0.3460,0.0960,0.0569,0.8677,0.0000,0.0000,0.0777,0.6540,0.8968,-0.4259
18481,8766ccc6cffffff,0.3744,-73.7319,7,86573,Puerto Legu�Zamo,Putumayo,3.0500,14.8700,289.1000,200.0000,0.0300,0.4690,0.1250,0.2100,0.3965,0.0000,0.0000,0.0389,0.5310,0.8656,-0.4260
18482,8766eb546ffffff,0.5826,-72.9546,7,95200,Miraflores,Guaviare,2.5700,13.4400,300.0000,187.7000,0.0970,0.7640,0.1020,0.1450,0.4545,0.0000,0.0000,0.1256,0.2360,0.8903,-0.4260
18483,8766cca68ffffff,0.0312,-73.0601,7,91669,Puerto Santander,Amazonas,2.2400,12.2000,300.0000,200.0000,0.1100,0.7080,0.0660,0.1003,0.5049,0.0000,0.0000,0.1425,0.2920,0.9290,-0.4260
18484,878a49691ffffff,0.3299,-71.3879,7,91430,La Victoria,Amazonas,2.1300,4.6600,300.0000,173.2000,0.0790,0.4490,0.1560,0.0854,0.8109,0.0000,0.0000,0.1023,0.5510,0.8323,-0.4261
18485,8766eb024ffffff,0.6137,-72.6334,7,95200,Miraflores,Guaviare,2.3800,10.4000,300.0000,167.4000,0.0850,0.8210,0.0960,0.1192,0.5779,0.0000,0.0000,0.1101,0.1790,0.8968,-0.4261
18486,878a4d689ffffff,-0.7388,-71.5694,7,91460,Mirit� - Paran�,Amazonas,2.2900,2.7700,300.0000,200.0000,0.0000,0.3200,0.1090,0.1070,0.8876,0.0000,0.0000,0.0000,0.6800,0.8828,-0.4261
18487,8766ea2f6ffffff,0.7611,-73.3989,7,95015,Calamar,Guaviare,2.9500,15.6300,300.0000,200.0000,0.0550,0.6120,0.1010,0.1965,0.3657,0.0000,0.0000,0.0712,0.3880,0.8914,-0.4262
18488,8766cd736ffffff,-0.7421,-72.9639,7,91669,Puerto Santander,Amazonas,2.5300,10.2900,300.0000,200.0000,0.0340,0.4630,0.0970,0.1396,0.5824,0.0000,0.0000,0.0440,0.5370,0.8957,-0.4262
18489,8766eba92ffffff,0.4906,-72.4644,7,95200,Miraflores,Guaviare,2.1800,6.3000,300.0000,169.5000,0.0420,0.8380,0.0690,0.0921,0.7443,0.0000,0.0000,0.0544,0.1620,0.9258,-0.4262
18490,8766cdae3ffffff,-0.6766,-72.3196,7,91669,Puerto Santander,Amazonas,2.4500,5.2100,300.0000,200.0000,0.0000,0.4730,0.1030,0.1287,0.7886,0.0000,0.0000,0.0000,0.5270,0.8892,-0.4262
18491,8766d4364ffffff,2.1319,-77.9995,7,52696,Santa B�Rbara,Nari�O,2.1200,11.5600,221.0000,200.0000,0.0840,0.4400,0.3800,0.0840,0.5308,0.1160,0.0000,0.1088,0.5600,0.5914,-0.4262
18492,8766cc029ffffff,0.0817,-73.5963,7,91530,Puerto Alegr�A,Amazonas,2.9900,15.0800,300.0000,200.0000,0.0590,0.5730,0.1390,0.2019,0.3880,0.0000,0.0000,0.0764,0.4270,0.8505,-0.4262
18493,8766e86daffffff,1.0453,-72.7970,7,95200,Miraflores,Guaviare,2.1300,10.0400,300.0000,173.1000,0.1140,0.7180,0.0750,0.0854,0.5925,0.0000,0.0000,0.1477,0.2820,0.9194,-0.4262
18494,8766cd54bffffff,-0.6230,-72.9941,7,91669,Puerto Santander,Amazonas,2.3000,10.0400,300.0000,200.0000,0.1120,0.4360,0.1390,0.1084,0.5925,0.0000,0.0000,0.1451,0.5640,0.8505,-0.4262
18495,878a49c5bffffff,-0.3104,-71.5956,7,91430,La Victoria,Amazonas,2.3000,2.4800,300.0000,200.0000,0.0000,0.4310,0.1070,0.1084,0.8994,0.0000,0.0000,0.0000,0.5690,0.8849,-0.4262
18496,8766eb565ffffff,0.6325,-72.8907,7,95200,Miraflores,Guaviare,2.2400,12.3600,300.0000,179.1000,0.0910,0.7720,0.0470,0.1003,0.4984,0.0000,0.0000,0.1179,0.2280,0.9495,-0.4262
18497,8766eb2b1ffffff,0.1586,-72.5709,7,91669,Puerto Santander,Amazonas,2.0600,8.9900,300.0000,194.0000,0.1150,0.7810,0.0750,0.0759,0.6351,0.0000,0.0000,0.1490,0.2190,0.9194,-0.4263
18498,878a49b4effffff,-0.1924,-72.3206,7,91669,Puerto Santander,Amazonas,2.2000,6.4600,300.0000,200.0000,0.0720,0.6460,0.1050,0.0949,0.7378,0.0000,0.0000,0.0933,0.3540,0.8871,-0.4263
18499,878a4baaaffffff,0.3474,-71.0516,7,97511,Pacoa,Vaup�S,1.8400,2.7800,300.0000,189.3000,0.0880,0.3390,0.1290,0.0461,0.8872,0.0000,0.0000,0.1140,0.6610,0.8613,-0.4263
18500,878a4b2a4ffffff,0.6452,-70.8718,7,97161,Carur�,Vaup�S,1.8000,5.2400,300.0000,196.2000,0.1010,0.3160,0.0940,0.0407,0.7873,0.0000,0.0000,0.1308,0.6840,0.8989,-0.4263
18501,8766ebd84ffffff,1.0054,-73.0392,7,95015,Calamar,Guaviare,2.2700,13.2500,300.0000,190.7000,0.1360,0.6740,0.0770,0.1043,0.4623,0.0000,0.0000,0.1762,0.3260,0.9172,-0.4263
18502,8766cd851ffffff,-0.3112,-72.4894,7,91669,Puerto Santander,Amazonas,2.1700,6.6800,300.0000,200.0000,0.0770,0.6250,0.1000,0.0908,0.7289,0.0000,0.0000,0.0997,0.3750,0.8925,-0.4264
18503,8766cd621ffffff,-0.9254,-72.8789,7,91405,La Chorrera,Amazonas,2.7300,9.2600,300.0000,200.0000,0.0000,0.3700,0.1150,0.1667,0.6242,0.0000,0.0000,0.0000,0.6300,0.8763,-0.4264
18504,8766cc8d0ffffff,0.3102,-73.5770,7,86573,Puerto Legu�Zamo,Putumayo,3.1900,14.8600,300.0000,200.0000,0.0020,0.5560,0.1330,0.2290,0.3969,0.0000,0.0000,0.0026,0.4440,0.8570,-0.4264
18505,8766cdd60ffffff,-0.1104,-72.8321,7,91669,Puerto Santander,Amazonas,2.4400,11.2600,300.0000,200.0000,0.0160,0.6730,0.0480,0.1274,0.5430,0.0000,0.0000,0.0207,0.3270,0.9484,-0.4264
18506,8766cd4f4ffffff,-0.7014,-73.2209,7,91669,Puerto Santander,Amazonas,2.7100,12.7100,300.0000,200.0000,0.0710,0.4240,0.1780,0.1640,0.4842,0.0000,0.0000,0.0920,0.5760,0.8086,-0.4265
18507,8766d5791ffffff,1.3634,-77.8518,7,52612,Ricaurte,Nari�O,2.1100,11.3000,181.6000,200.0000,0.0360,0.3510,0.4280,0.0827,0.5414,0.2736,0.0000,0.0466,0.6490,0.5398,-0.4265
18508,878a4bb23ffffff,0.0894,-71.1895,7,91430,La Victoria,Amazonas,2.1000,4.4300,300.0000,200.0000,0.0370,0.3460,0.0920,0.0813,0.8202,0.0000,0.0000,0.0479,0.6540,0.9011,-0.4265
18509,878a49689ffffff,0.3753,-71.4831,7,91430,La Victoria,Amazonas,2.0100,4.5400,300.0000,163.5000,0.0950,0.4990,0.1330,0.0691,0.8157,0.0000,0.0000,0.1231,0.5010,0.8570,-0.4266
18510,8766cc6c5ffffff,-0.4453,-73.8419,7,91530,Puerto Alegr�A,Amazonas,2.8800,13.2800,300.0000,200.0000,0.0120,0.3100,0.1190,0.1870,0.4610,0.0000,0.0000,0.0155,0.6900,0.8720,-0.4266
18511,8766eb031ffffff,0.5729,-72.6765,7,95200,Miraflores,Guaviare,1.9300,9.1800,300.0000,173.5000,0.1940,0.8100,0.1210,0.0583,0.6274,0.0000,0.0000,0.2513,0.1900,0.8699,-0.4266
18512,8766eb4a3ffffff,0.4738,-73.2031,7,91669,Puerto Santander,Amazonas,2.8600,13.6300,300.0000,193.3000,0.0190,0.6940,0.0890,0.1843,0.4468,0.0000,0.0000,0.0246,0.3060,0.9043,-0.4266
18513,8766ebb4affffff,0.5715,-72.0808,7,95200,Miraflores,Guaviare,1.8400,5.6300,300.0000,152.4000,0.0620,0.7520,0.0440,0.0461,0.7715,0.0000,0.0000,0.0803,0.2480,0.9527,-0.4266
18514,8766cd02dffffff,-0.5675,-72.6698,7,91669,Puerto Santander,Amazonas,2.6000,8.4000,300.0000,200.0000,0.0170,0.5060,0.1500,0.1491,0.6591,0.0000,0.0000,0.0220,0.4940,0.8387,-0.4266
18515,8766cdc80ffffff,-0.2934,-73.1470,7,91669,Puerto Santander,Amazonas,2.6900,14.5200,300.0000,200.0000,0.1200,0.6160,0.1760,0.1612,0.4107,0.0000,0.0000,0.1554,0.3840,0.8108,-0.4266
18516,8766eb518ffffff,0.6102,-73.0920,7,95200,Miraflores,Guaviare,2.2800,12.9300,300.0000,184.0000,0.0610,0.7540,0.0220,0.1057,0.4752,0.0000,0.0000,0.0790,0.2460,0.9763,-0.4266
18517,8766eb6caffffff,-0.0647,-72.8283,7,91669,Puerto Santander,Amazonas,2.2900,11.4000,300.0000,200.0000,0.1170,0.7250,0.0960,0.1070,0.5373,0.0000,0.0000,0.1516,0.2750,0.8968,-0.4267
18518,8766cd850ffffff,-0.2975,-72.5083,7,91669,Puerto Santander,Amazonas,2.7100,7.2500,300.0000,200.0000,0.0000,0.6580,0.1460,0.1640,0.7058,0.0000,0.0000,0.0000,0.3420,0.8430,-0.4267
18519,8766cc036ffffff,0.1550,-73.7305,7,86573,Puerto Legu�Zamo,Putumayo,3.0800,15.3000,300.0000,200.0000,0.0300,0.4440,0.1250,0.2141,0.3791,0.0000,0.0000,0.0389,0.5560,0.8656,-0.4267
18520,878a498c1ffffff,-0.3426,-71.9153,7,91669,Puerto Santander,Amazonas,2.1300,4.4300,300.0000,200.0000,0.0000,0.4990,0.0460,0.0854,0.8202,0.0000,0.0000,0.0000,0.5010,0.9505,-0.4267
18521,878a4baa0ffffff,0.2886,-71.0364,7,97511,Pacoa,Vaup�S,2.2000,3.7300,300.0000,198.0000,0.0000,0.3400,0.0740,0.0949,0.8486,0.0000,0.0000,0.0000,0.6600,0.9204,-0.4267
18522,8766cc35affffff,-0.2615,-73.3246,7,91669,Puerto Santander,Amazonas,2.8900,15.9600,300.0000,200.0000,0.0620,0.5240,0.0940,0.1883,0.3523,0.0000,0.0000,0.0803,0.4760,0.8989,-0.4267
18523,8766cd5adffffff,-0.5042,-73.2246,7,91669,Puerto Santander,Amazonas,2.7000,11.9000,300.0000,200.0000,0.0100,0.5030,0.0910,0.1626,0.5170,0.0000,0.0000,0.0130,0.4970,0.9022,-0.4267
18524,8766ebda6ffffff,1.0507,-73.0355,7,95015,Calamar,Guaviare,2.0600,13.1600,300.0000,179.1000,0.1670,0.6560,0.0620,0.0759,0.4659,0.0000,0.0000,0.2163,0.3440,0.9333,-0.4268
18525,8766cc92effffff,0.6520,-73.4481,7,95015,Calamar,Guaviare,2.6400,13.5000,300.0000,200.0000,0.0620,0.5800,0.0870,0.1545,0.4521,0.0000,0.0000,0.0803,0.4200,0.9065,-0.4268
18526,878a496a6ffffff,0.2438,-71.4340,7,91430,La Victoria,Amazonas,1.9900,4.7200,300.0000,177.5000,0.0790,0.4910,0.0990,0.0664,0.8084,0.0000,0.0000,0.1023,0.5090,0.8935,-0.4269
18527,878a4d699ffffff,-0.7341,-71.5096,7,91460,Mirit� - Paran�,Amazonas,2.3400,1.7700,300.0000,200.0000,0.0000,0.3150,0.1510,0.1138,0.9282,0.0000,0.0000,0.0000,0.6850,0.8376,-0.4269
18528,878a4906effffff,-0.0557,-71.9125,7,91430,La Victoria,Amazonas,2.2700,3.6400,300.0000,196.0000,0.0280,0.5810,0.1460,0.1043,0.8523,0.0000,0.0000,0.0363,0.4190,0.8430,-0.4269
18529,8766cc2d6ffffff,-0.4128,-73.5177,7,91530,Puerto Alegr�A,Amazonas,2.6400,14.8100,300.0000,200.0000,0.1240,0.4610,0.1520,0.1545,0.3989,0.0000,0.0000,0.1606,0.5390,0.8366,-0.4269
18530,8766c895dffffff,-0.6284,-73.4556,7,91530,Puerto Alegr�A,Amazonas,3.1600,16.1400,300.0000,200.0000,0.0050,0.3580,0.1070,0.2249,0.3450,0.0000,0.0000,0.0065,0.6420,0.8849,-0.4270
18531,8766eb121ffffff,0.7362,-72.6035,7,95200,Miraflores,Guaviare,1.9400,8.0300,300.0000,164.8000,0.1360,0.8260,0.0880,0.0596,0.6741,0.0000,0.0000,0.1762,0.1740,0.9054,-0.4270
18532,8766e96d2ffffff,0.4260,-71.9141,7,91430,La Victoria,Amazonas,1.7000,3.3900,300.0000,154.7000,0.0440,0.6670,0.0490,0.0271,0.8624,0.0000,0.0000,0.0570,0.3330,0.9473,-0.4271
18533,878a4962cffffff,0.2214,-71.6333,7,91430,La Victoria,Amazonas,1.8500,3.2800,300.0000,182.8000,0.0500,0.5380,0.0700,0.0474,0.8669,0.0000,0.0000,0.0648,0.4620,0.9247,-0.4271
18534,878a49a10ffffff,-0.1604,-72.0994,7,91669,Puerto Santander,Amazonas,2.0400,4.2400,300.0000,200.0000,0.0770,0.6190,0.1120,0.0732,0.8279,0.0000,0.0000,0.0997,0.3810,0.8796,-0.4271
18535,878a492cdffffff,0.4171,-72.0337,7,91430,La Victoria,Amazonas,2.0800,5.7700,300.0000,161.4000,0.0800,0.7350,0.0920,0.0786,0.7658,0.0000,0.0000,0.1036,0.2650,0.9011,-0.4271
18536,8766cd346ffffff,-0.8553,-72.3738,7,91669,Puerto Santander,Amazonas,2.3600,4.7300,300.0000,200.0000,0.0060,0.3700,0.1430,0.1165,0.8080,0.0000,0.0000,0.0078,0.6300,0.8462,-0.4271
18537,8766eb6f5ffffff,0.0540,-72.8585,7,91669,Puerto Santander,Amazonas,2.3300,9.7700,300.0000,200.0000,0.0900,0.7260,0.1030,0.1125,0.6035,0.0000,0.0000,0.1166,0.2740,0.8892,-0.4271
